name,image,video,project,link,path
BLDG M FLOOR PLAN,https://drive.google.com/thumbnail?id=1zPWmruAEQZx1vjWA2AFEqL_tu_LczU-y&sz=w500,,ortigas,https://drive.google.com/uc?export=download&id=1zPWmruAEQZx1vjWA2AFEqL_tu_LczU-y,FLOOR PLAN PER BLDG\BLDG M FLOOR PLAN
BLDG N FLOOR PLAN,https://drive.google.com/thumbnail?id=1aiSzwGGySU-QRD9kfgs_vZHD52YK9Rxg&sz=w500,,ortigas,https://drive.google.com/uc?export=download&id=1aiSzwGGySU-QRD9kfgs_vZHD52YK9Rxg,FLOOR PLAN PER BLDG\BLDG N FLOOR PLAN
BLDG O FLOOR PLAN,https://drive.google.com/thumbnail?id=1UwC5TE4aU5YsjN87JmpkjmEZMb9p4OT9&sz=w500,,ortigas,https://drive.google.com/uc?export=download&id=1UwC5TE4aU5YsjN87JmpkjmEZMb9p4OT9,FLOOR PLAN PER BLDG\BLDG O FLOOR PLAN
BLDG P FLOOR PLAN,https://drive.google.com/thumbnail?id=1VOn6zEUs_HPS2BO55hDFQo0o5VREyew2&sz=w500,,ortigas,https://drive.google.com/uc?export=download&id=1VOn6zEUs_HPS2BO55hDFQo0o5VREyew2,FLOOR PLAN PER BLDG\BLDG P FLOOR PLAN
BLDG Q FLOOR PLAN,https://drive.google.com/thumbnail?id=1WN8b8gsHy5D9odr_G33qtAuaNJdJnzyg&sz=w500,,ortigas,https://drive.google.com/uc?export=download&id=1WN8b8gsHy5D9odr_G33qtAuaNJdJnzyg,FLOOR PLAN PER BLDG\BLDG Q FLOOR PLAN
BLDG R FLOOR PLAN,https://drive.google.com/thumbnail?id=1pdTTGNps5hyX202P7eBUxoowkrSur1g1&sz=w500,,ortigas,https://drive.google.com/uc?export=download&id=1pdTTGNps5hyX202P7eBUxoowkrSur1g1,FLOOR PLAN PER BLDG\BLDG R FLOOR PLAN
2BR- A 35.57 sqm (Outer) M N O P Q R PAG-IBIG computation,https://drive.google.com/thumbnail?id=1c3RgOHuY0yPxIMaxcsjZjX0mjNrnLxgq&sz=w500,,ortigas,https://drive.google.com/uc?export=download&id=1c3RgOHuY0yPxIMaxcsjZjX0mjNrnLxgq,HDMF\2BR- A 35.57 sqm (Outer) M N O P Q R PAG-IBIG computation
2BR-A 35.57 sqm (Outer) K & L PAG-IBIG computation,https://drive.google.com/thumbnail?id=1pSzRXhIOdxdYIsMv5i17N5PyMBBDfvit&sz=w500,,ortigas,https://drive.google.com/uc?export=download&id=1pSzRXhIOdxdYIsMv5i17N5PyMBBDfvit,HDMF\2BR-A 35.57 sqm (Outer) K & L PAG-IBIG computation
2BR-B 30.60 sqm (Inner) K & L PAG-IBIG computation,https://drive.google.com/thumbnail?id=1AHRNYBi1VJwVw_XGmlVdZUSg6_nOuj_v&sz=w500,,ortigas,https://drive.google.com/uc?export=download&id=1AHRNYBi1VJwVw_XGmlVdZUSg6_nOuj_v,HDMF\2BR-B 30.60 sqm (Inner) K & L PAG-IBIG computation
2BR-B 30.60 sqm (Inner) M N O P Q R PAG-IBIG computation,https://drive.google.com/thumbnail?id=1IaO4aR2V3o55d5SECmpUGNnzr9ug3Zln&sz=w500,,ortigas,https://drive.google.com/uc?export=download&id=1IaO4aR2V3o55d5SECmpUGNnzr9ug3Zln,HDMF\2BR-B 30.60 sqm (Inner) M N O P Q R PAG-IBIG computation
2BR-B 30.60 sqm (Outer) K & L PAG-IBIG computation,https://drive.google.com/thumbnail?id=1oJJQhWmYrN6WELDi88ZzVZDcZXZE6P4V&sz=w500,,ortigas,https://drive.google.com/uc?export=download&id=1oJJQhWmYrN6WELDi88ZzVZDcZXZE6P4V,HDMF\2BR-B 30.60 sqm (Outer) K & L PAG-IBIG computation
2BR-B 30.60 sqm (Outer) M N O P Q R PAG-IBIG computation,https://drive.google.com/thumbnail?id=1qXgR-6g_mI6LWdTPmw1rf0o02g0QZ-Ze&sz=w500,,ortigas,https://drive.google.com/uc?export=download&id=1qXgR-6g_mI6LWdTPmw1rf0o02g0QZ-Ze,HDMF\2BR-B 30.60 sqm (Outer) M N O P Q R PAG-IBIG computation
2BR-C 35.57 sqm (Inner) K & L PAG-IBIG computation,https://drive.google.com/thumbnail?id=1rYdn3ZjpdPQn0tyfYU40l3qWc8A-IP6I&sz=w500,,ortigas,https://drive.google.com/uc?export=download&id=1rYdn3ZjpdPQn0tyfYU40l3qWc8A-IP6I,HDMF\2BR-C 35.57 sqm (Inner) K & L PAG-IBIG computation
2BR-C 35.57 sqm (Inner) M N O P Q R PAG-IBIG computation,https://drive.google.com/thumbnail?id=1f96ikEijjQg6eg72wmDrdFT4N6RXBGTl&sz=w500,,ortigas,https://drive.google.com/uc?export=download&id=1f96ikEijjQg6eg72wmDrdFT4N6RXBGTl,HDMF\2BR-C 35.57 sqm (Inner) M N O P Q R PAG-IBIG computation
3BR-AC 42.70 sqm K & L PAG-IBIG computation,https://drive.google.com/thumbnail?id=1b_B5fpk3Gk1yMpqdFeOS9uiqAumX6Ktt&sz=w500,,ortigas,https://drive.google.com/uc?export=download&id=1b_B5fpk3Gk1yMpqdFeOS9uiqAumX6Ktt,HDMF\3BR-AC 42.70 sqm K & L PAG-IBIG computation
3BR-AC 42.70 sqm M N O P Q R PAG-IBIG computation,https://drive.google.com/thumbnail?id=1kYm2khJtzyor9sVEok5Dw_xh9ngEVRhZ&sz=w500,,ortigas,https://drive.google.com/uc?export=download&id=1kYm2khJtzyor9sVEok5Dw_xh9ngEVRhZ,HDMF\3BR-AC 42.70 sqm M N O P Q R PAG-IBIG computation
2BR-A 35.57 sqm (Outer),https://drive.google.com/thumbnail?id=1wHvC5fHL1fmnRNJvX8ZGc_kPciek9jYz&sz=w500,,ortigas,https://drive.google.com/uc?export=download&id=1wHvC5fHL1fmnRNJvX8ZGc_kPciek9jYz,layout units\2BR-A 35.57 sqm (Outer)
2BR-B 30.60 sqm,https://drive.google.com/thumbnail?id=1GX80G8k2lBq9VklwXVKxnO5E67ZysaSJ&sz=w500,,ortigas,https://drive.google.com/uc?export=download&id=1GX80G8k2lBq9VklwXVKxnO5E67ZysaSJ,layout units\2BR-B 30.60 sqm
2BR-C 35.57 sqm (Inner),https://drive.google.com/thumbnail?id=1njiF6iuUWdWonhPRBfXPIsykfQSZSkvu&sz=w500,,ortigas,https://drive.google.com/uc?export=download&id=1njiF6iuUWdWonhPRBfXPIsykfQSZSkvu,layout units\2BR-C 35.57 sqm (Inner)
3BR-AC 42.07 sqm,https://drive.google.com/thumbnail?id=1XPB1oEBP0SSfxwPwpo-lGOUH9fL8Y9YQ&sz=w500,,ortigas,https://drive.google.com/uc?export=download&id=1XPB1oEBP0SSfxwPwpo-lGOUH9fL8Y9YQ,layout units\3BR-AC 42.07 sqm
business banks,https://drive.google.com/thumbnail?id=1MwJCVqVZTI9yRV6ABgBVMBpNxDkAl9KW&sz=w500,,ortigas,https://drive.google.com/uc?export=download&id=1MwJCVqVZTI9yRV6ABgBVMBpNxDkAl9KW,REQUIREMENTS\BANKS\business banks
locally banks,https://drive.google.com/thumbnail?id=1uPSHirXIcq0BC3JlqG9kIn2UfVZ6pNlW&sz=w500,,ortigas,https://drive.google.com/uc?export=download&id=1uPSHirXIcq0BC3JlqG9kIn2UfVZ6pNlW,REQUIREMENTS\BANKS\locally banks
ofw banks,https://drive.google.com/thumbnail?id=1P-QeQFeO1CaweLZrRLLNxa9TUbAS-ULR&sz=w500,,ortigas,https://drive.google.com/uc?export=download&id=1P-QeQFeO1CaweLZrRLLNxa9TUbAS-ULR,REQUIREMENTS\BANKS\ofw banks
self employed banks,https://drive.google.com/thumbnail?id=1PI8tPkoPMYWIly2yGfuyFt6dzhmC1UDX&sz=w500,,ortigas,https://drive.google.com/uc?export=download&id=1PI8tPkoPMYWIly2yGfuyFt6dzhmC1UDX,REQUIREMENTS\BANKS\self employed banks
business hdmf,https://drive.google.com/thumbnail?id=1msf1hX8SotbCeVrnUr8YLDYa-ApZJ1BT&sz=w500,,ortigas,https://drive.google.com/uc?export=download&id=1msf1hX8SotbCeVrnUr8YLDYa-ApZJ1BT,REQUIREMENTS\HDMF\business hdmf
locally hdmf,https://drive.google.com/thumbnail?id=1D9py8hqxAxEvkS7YINOzkaXrNfU_89RW&sz=w500,,ortigas,https://drive.google.com/uc?export=download&id=1D9py8hqxAxEvkS7YINOzkaXrNfU_89RW,REQUIREMENTS\HDMF\locally hdmf
OFW hdmf,https://drive.google.com/thumbnail?id=1QaHCjunc2934Pcr98maBqxJrw0JTbCFJ&sz=w500,,ortigas,https://drive.google.com/uc?export=download&id=1QaHCjunc2934Pcr98maBqxJrw0JTbCFJ,REQUIREMENTS\HDMF\OFW hdmf
self employed VA hdmf,https://drive.google.com/thumbnail?id=1Ze61xdUMLC9-KpGbeDBed4P6b4jaRl5x&sz=w500,,ortigas,https://drive.google.com/uc?export=download&id=1Ze61xdUMLC9-KpGbeDBed4P6b4jaRl5x,REQUIREMENTS\HDMF\self employed VA hdmf
unit 2br (2),https://drive.google.com/thumbnail?id=1RkSB1VVigttaOVOPV-FL7_pzUY0ldsD9&sz=w500,,ortigas,https://drive.google.com/uc?export=download&id=1RkSB1VVigttaOVOPV-FL7_pzUY0ldsD9,UNITS\unit 2br (2)
unit 2br,https://drive.google.com/thumbnail?id=1-T6zITScVJN-ptdpSXSZbr0FbpISeoik&sz=w500,,ortigas,https://drive.google.com/uc?export=download&id=1-T6zITScVJN-ptdpSXSZbr0FbpISeoik,UNITS\unit 2br
unit br (2),https://drive.google.com/thumbnail?id=17xgQcdmhuIjZZ_q1fU7OmqkXs0MXd-dY&sz=w500,,ortigas,https://drive.google.com/uc?export=download&id=17xgQcdmhuIjZZ_q1fU7OmqkXs0MXd-dY,UNITS\unit br (2)
unit br (3),https://drive.google.com/thumbnail?id=1lbi3oxm75T4uUtRZT0uIfgSL7-By3eYJ&sz=w500,,ortigas,https://drive.google.com/uc?export=download&id=1lbi3oxm75T4uUtRZT0uIfgSL7-By3eYJ,UNITS\unit br (3)
unit br (4),https://drive.google.com/thumbnail?id=12O_vZOS47vb8qHotgu4pnFalKT-cWINY&sz=w500,,ortigas,https://drive.google.com/uc?export=download&id=12O_vZOS47vb8qHotgu4pnFalKT-cWINY,UNITS\unit br (4)
unit br (5),https://drive.google.com/thumbnail?id=1MZeLv8JhABGT__k4BVQDHHkUEiCq8kYg&sz=w500,,ortigas,https://drive.google.com/uc?export=download&id=1MZeLv8JhABGT__k4BVQDHHkUEiCq8kYg,UNITS\unit br (5)
unit br,https://drive.google.com/thumbnail?id=1qBDfuFLNRol1kL-RnsvsmH4AD4mJ3m0o&sz=w500,,ortigas,https://drive.google.com/uc?export=download&id=1qBDfuFLNRol1kL-RnsvsmH4AD4mJ3m0o,UNITS\unit br
unit kitchen dining,https://drive.google.com/thumbnail?id=11ZGmVTXQvuBqFKcC8UINOyyqf_UjtayD&sz=w500,,ortigas,https://drive.google.com/uc?export=download&id=11ZGmVTXQvuBqFKcC8UINOyyqf_UjtayD,UNITS\unit kitchen dining
unit kitchen,https://drive.google.com/thumbnail?id=18WmaSdXq0kkMR0w4yKe3Y962y5xI5Je-&sz=w500,,ortigas,https://drive.google.com/uc?export=download&id=18WmaSdXq0kkMR0w4yKe3Y962y5xI5Je-,UNITS\unit kitchen
unit living area (2),https://drive.google.com/thumbnail?id=1YJcdnKXJUA9QcoftiEr9VuErSIJCwLZ-&sz=w500,,ortigas,https://drive.google.com/uc?export=download&id=1YJcdnKXJUA9QcoftiEr9VuErSIJCwLZ-,UNITS\unit living area (2)
unit living area dining (2),https://drive.google.com/thumbnail?id=1sfiXMFq-bMyaQBnEdVY-82Jq36V-ngwx&sz=w500,,ortigas,https://drive.google.com/uc?export=download&id=1sfiXMFq-bMyaQBnEdVY-82Jq36V-ngwx,UNITS\unit living area dining (2)
unit living area dining,https://drive.google.com/thumbnail?id=1Yo08pqMrDD_F-d5WFpBLWDH8VO_nQ4iE&sz=w500,,ortigas,https://drive.google.com/uc?export=download&id=1Yo08pqMrDD_F-d5WFpBLWDH8VO_nQ4iE,UNITS\unit living area dining
unit living area,https://drive.google.com/thumbnail?id=1-nIwacHiqIq-OuRBTFYOjfUtEkucxEUR&sz=w500,,ortigas,https://drive.google.com/uc?export=download&id=1-nIwacHiqIq-OuRBTFYOjfUtEkucxEUR,UNITS\unit living area
unit toilet and bath (2),https://drive.google.com/thumbnail?id=1r84OlalqgBwYwaOjqTDmIuev75stSoCt&sz=w500,,ortigas,https://drive.google.com/uc?export=download&id=1r84OlalqgBwYwaOjqTDmIuev75stSoCt,UNITS\unit toilet and bath (2)
unit toilet and bath,https://drive.google.com/thumbnail?id=1a2v0CsWx9N0ZPqmBsIBcD8JuJGhi3rk9&sz=w500,,ortigas,https://drive.google.com/uc?export=download&id=1a2v0CsWx9N0ZPqmBsIBcD8JuJGhi3rk9,UNITS\unit toilet and bath
amenities basketball courts,https://drive.google.com/thumbnail?id=1RHT65Yyxa7Uy_BfuwHEg_ZCyX-MazGCk&sz=w500,,ortigas,https://drive.google.com/uc?export=download&id=1RHT65Yyxa7Uy_BfuwHEg_ZCyX-MazGCk,views\amenities basketball courts
amenities childrens playground,https://drive.google.com/thumbnail?id=1td8xi3ogkPP8v_Xyy5GtDiVgzWcg9CZ9&sz=w500,,ortigas,https://drive.google.com/uc?export=download&id=1td8xi3ogkPP8v_Xyy5GtDiVgzWcg9CZ9,views\amenities childrens playground
amenities clubhouse,https://drive.google.com/thumbnail?id=1pM_vH7VMfQP6qFAtr6F7Z5wUZpBcfbR5&sz=w500,,ortigas,https://drive.google.com/uc?export=download&id=1pM_vH7VMfQP6qFAtr6F7Z5wUZpBcfbR5,views\amenities clubhouse
amenities community mall,https://drive.google.com/thumbnail?id=135igu1SuvlZTwb6Xw1goAiotAkZEZls_&sz=w500,,ortigas,https://drive.google.com/uc?export=download&id=135igu1SuvlZTwb6Xw1goAiotAkZEZls_,views\amenities community mall
amenities lagoon,https://drive.google.com/thumbnail?id=13mkpRlvabBjFVh50UB3G-_cUf1IiJz5F&sz=w500,,ortigas,https://drive.google.com/uc?export=download&id=13mkpRlvabBjFVh50UB3G-_cUf1IiJz5F,views\amenities lagoon
amenities outdoor gym,https://drive.google.com/thumbnail?id=11jA0_T_A8l_jH72uCLX8VeRcMUfHFsAp&sz=w500,,ortigas,https://drive.google.com/uc?export=download&id=11jA0_T_A8l_jH72uCLX8VeRcMUfHFsAp,views\amenities outdoor gym
amenities pocket parks,https://drive.google.com/thumbnail?id=1kg7hswIg_lehkiOEcxvnOcDael-Q7Ms8&sz=w500,,ortigas,https://drive.google.com/uc?export=download&id=1kg7hswIg_lehkiOEcxvnOcDael-Q7Ms8,views\amenities pocket parks
information center,https://drive.google.com/thumbnail?id=1MeInpvacKP2q4CG8mBCXM6VtnVeKy6vH&sz=w500,,ortigas,https://drive.google.com/uc?export=download&id=1MeInpvacKP2q4CG8mBCXM6VtnVeKy6vH,views\photo_10@29-03-2025_22-24-24
photo,https://drive.google.com/thumbnail?id=1_EU75wINxFi1rsl1QGCfQoiLSSXwp4eO&sz=w500,,ortigas,https://drive.google.com/uc?export=download&id=1_EU75wINxFi1rsl1QGCfQoiLSSXwp4eO,views\photo_11@29-03-2025_22-24-24
photo,https://drive.google.com/thumbnail?id=1n3SOWnB4Okw6CVbfIPFAjNoh2kBSsksG&sz=w500,,ortigas,https://drive.google.com/uc?export=download&id=1n3SOWnB4Okw6CVbfIPFAjNoh2kBSsksG,views\photo_12@29-03-2025_22-24-24
photo,https://drive.google.com/thumbnail?id=1DgVfx9fuYDBPBbQuozLgkdVU_suW9UCn&sz=w500,,ortigas,https://drive.google.com/uc?export=download&id=1DgVfx9fuYDBPBbQuozLgkdVU_suW9UCn,views\photo_13@29-03-2025_22-24-24
photo,https://drive.google.com/thumbnail?id=1UjM9LkHHsguvh0p7Ijf0_aNFdWowWuLB&sz=w500,,ortigas,https://drive.google.com/uc?export=download&id=1UjM9LkHHsguvh0p7Ijf0_aNFdWowWuLB,views\photo_14@29-03-2025_22-24-24
photo,https://drive.google.com/thumbnail?id=1byE0aihoWYuVysrKAvj5UStR-ADQNGg3&sz=w500,,ortigas,https://drive.google.com/uc?export=download&id=1byE0aihoWYuVysrKAvj5UStR-ADQNGg3,views\photo_15@29-03-2025_22-24-24
photo,https://drive.google.com/thumbnail?id=1ZyDJ1KY0eiOlSbOaOjC-2ix6iG_6Hq1u&sz=w500,,ortigas,https://drive.google.com/uc?export=download&id=1ZyDJ1KY0eiOlSbOaOjC-2ix6iG_6Hq1u,views\photo_16@29-03-2025_22-24-31
photo,https://drive.google.com/thumbnail?id=1bythlONU3okvKNB855LGZhg56SWjkNoj&sz=w500,,ortigas,https://drive.google.com/uc?export=download&id=1bythlONU3okvKNB855LGZhg56SWjkNoj,views\photo_17@29-03-2025_22-24-31
photo,https://drive.google.com/thumbnail?id=1SruQgV3t5ooClg4VYBzaMad1MIOeXW0C&sz=w500,,ortigas,https://drive.google.com/uc?export=download&id=1SruQgV3t5ooClg4VYBzaMad1MIOeXW0C,views\photo_18@29-03-2025_22-24-31
photo,https://drive.google.com/thumbnail?id=1oPd5KXNA3AZgGWaBCoEKyI-vmLqAaJQe&sz=w500,,ortigas,https://drive.google.com/uc?export=download&id=1oPd5KXNA3AZgGWaBCoEKyI-vmLqAaJQe,views\photo_19@29-03-2025_22-24-31
photo,https://drive.google.com/thumbnail?id=1g-Den5SIl3-frBdnU46gh9xxZNOKJAe9&sz=w500,,ortigas,https://drive.google.com/uc?export=download&id=1g-Den5SIl3-frBdnU46gh9xxZNOKJAe9,views\photo_20@29-03-2025_22-24-31
photo,https://drive.google.com/thumbnail?id=1fPHWCkiDj2p8fZyS9MPsp44baqrSM7ts&sz=w500,,ortigas,https://drive.google.com/uc?export=download&id=1fPHWCkiDj2p8fZyS9MPsp44baqrSM7ts,views\photo_21@29-03-2025_22-24-31
photo,https://drive.google.com/thumbnail?id=1KVFV2Vh5wgS3likEhlZy8HGUyCxodvL2&sz=w500,,ortigas,https://drive.google.com/uc?export=download&id=1KVFV2Vh5wgS3likEhlZy8HGUyCxodvL2,views\photo_22@29-03-2025_22-24-31
photo,https://drive.google.com/thumbnail?id=1bbBjGuHseSMiwq0qJkjjtk-bpAKrXzvN&sz=w500,,ortigas,https://drive.google.com/uc?export=download&id=1bbBjGuHseSMiwq0qJkjjtk-bpAKrXzvN,views\photo_23@29-03-2025_22-24-31
photo,https://drive.google.com/thumbnail?id=1WlGtLMDhaUjxudNJP5NWIW78CLOC0Bew&sz=w500,,ortigas,https://drive.google.com/uc?export=download&id=1WlGtLMDhaUjxudNJP5NWIW78CLOC0Bew,views\photo_24@29-03-2025_22-24-31
photo,https://drive.google.com/thumbnail?id=1JAT3rX6y_QN7a5szEnNmavfGiCJTMKCj&sz=w500,,ortigas,https://drive.google.com/uc?export=download&id=1JAT3rX6y_QN7a5szEnNmavfGiCJTMKCj,views\photo_25@29-03-2025_22-24-31
photo,https://drive.google.com/thumbnail?id=1HlmK2UxPZDSWvoc4vc61RItNxAApU2F5&sz=w500,,ortigas,https://drive.google.com/uc?export=download&id=1HlmK2UxPZDSWvoc4vc61RItNxAApU2F5,views\photo_26@29-03-2025_22-24-31
photo,https://drive.google.com/thumbnail?id=1THeOaGCakN62QagsO2MIsPqlcq1GTTIo&sz=w500,,ortigas,https://drive.google.com/uc?export=download&id=1THeOaGCakN62QagsO2MIsPqlcq1GTTIo,views\photo_4@29-03-2025_22-10-32
photo,https://drive.google.com/thumbnail?id=1CyxmnQGC6T2Anf5BhEP4ALvlAzIhmWBb&sz=w500,,ortigas,https://drive.google.com/uc?export=download&id=1CyxmnQGC6T2Anf5BhEP4ALvlAzIhmWBb,views\photo_6@29-03-2025_22-24-24
photo,https://drive.google.com/thumbnail?id=1lqXiRZUhP2vqh0bT90lHiGZkdlK-YqK8&sz=w500,,ortigas,https://drive.google.com/uc?export=download&id=1lqXiRZUhP2vqh0bT90lHiGZkdlK-YqK8,views\photo_7@29-03-2025_22-24-24
photo,https://drive.google.com/thumbnail?id=1agtUy3pgeTibuKMwegIkHzVI6aY5Ogjs&sz=w500,,ortigas,https://drive.google.com/uc?export=download&id=1agtUy3pgeTibuKMwegIkHzVI6aY5Ogjs,views\photo_9@29-03-2025_22-24-24