ZONE,FLR,UNIT,BLDG-UNIT,TYPE,LOCATION CODE,UNIT TYPE,UNIT AREA,"ACCOUNT
STATUS",FACING
LOW,3,46,TOWER 1 3-46,RESIDENTIAL,Studio - Outer,STUDIO,13.82,FRESH,Samson
LOW,3,47,TOWER 1 3-47,RESIDENTIAL,Studio - Outer,STUDIO,13.82,FRESH,Samson
LOW,3,51,TOWER 1 3-51,RESIDENTIAL,Studio - Outer,STUDIO,13.82,FRESH,
LOW,4,42,TOWER 1 4-42,RESIDENTIAL,Studio - Outer,STUDIO,13.82,FRESH,Samson
LOW,4,43,TOWER 1 4-43,RESIDENTIAL,Studio - Outer,STUDIO,13.82,FRESH,Samson
LOW,4,44,TOWER 1 4-44,RESIDENTIAL,Studio - Outer,STUDIO,13.82,FRESH,
LOW,4,45,TOWER 1 4-45,RESIDENTIAL,Studio - Outer,STUDIO,13.82,FRESH,Samson
LOW,4,46,TOWER 1 4-46,RESIDENTIAL,Studio - Outer,STUDIO,13.82,FRESH,Samson
LOW,4,47,TOWER 1 4-47,RESIDENTIAL,Studio - Outer,STUDIO,13.82,FRESH,Samson
LOW,4,48,TOWER 1 4-48,RESIDENTIAL,Studio - Outer,STUDIO,13.82,FRESH,Samson
LOW,4,49,TOWER 1 4-49,RESIDENTIAL,Studio - Outer,STUDIO,13.82,FRESH,Samson
LOW,4,50,TOWER 1 4-50,RESIDENTIAL,Studio - Outer,STUDIO,13.82,FRESH,Samson
LOW,4,51,TOWER 1 4-51,RESIDENTIAL,Studio - Outer,STUDIO,13.82,FRESH,
LOW,4,52,TOWER 1 4-52,RESIDENTIAL,Studio - Outer,STUDIO,13.82,FRESH,Samson
LOW,4,53,TOWER 1 4-53,RESIDENTIAL,Studio - Outer,STUDIO,13.82,FRESH,Samson
LOW,4,54,TOWER 1 4-54,RESIDENTIAL,Studio - Outer,STUDIO,12.56,FRESH,Samson
LOW,4,55,TOWER 1 4-55,RESIDENTIAL,Studio - Outer,STUDIO,13.67,FRESH,Samson
LOW,5,42,TOWER 1 5-42,RESIDENTIAL,Studio - Outer,STUDIO,13.82,FRESH,Samson
LOW,5,43,TOWER 1 5-43,RESIDENTIAL,Studio - Outer,STUDIO,13.82,FRESH,Samson
LOW,5,44,TOWER 1 5-44,RESIDENTIAL,Studio - Outer,STUDIO,13.82,FRESH,
LOW,5,45,TOWER 1 5-45,RESIDENTIAL,Studio - Outer,STUDIO,13.82,FRESH,Samson
LOW,5,46,TOWER 1 5-46,RESIDENTIAL,Studio - Outer,STUDIO,13.82,FRESH,Samson
LOW,5,47,TOWER 1 5-47,RESIDENTIAL,Studio - Outer,STUDIO,13.82,FRESH,Samson
LOW,5,48,TOWER 1 5-48,RESIDENTIAL,Studio - Outer,STUDIO,13.82,FRESH,Samson
LOW,5,49,TOWER 1 5-49,RESIDENTIAL,Studio - Outer,STUDIO,13.82,FRESH,Samson
LOW,5,50,TOWER 1 5-50,RESIDENTIAL,Studio - Outer,STUDIO,13.82,FRESH,Samson
LOW,5,51,TOWER 1 5-51,RESIDENTIAL,Studio - Outer,STUDIO,13.82,FRESH,
LOW,5,52,TOWER 1 5-52,RESIDENTIAL,Studio - Outer,STUDIO,13.82,FRESH,Samson
LOW,5,53,TOWER 1 5-53,RESIDENTIAL,Studio - Outer,STUDIO,13.82,FRESH,Samson
LOW,5,55,TOWER 1 5-55,RESIDENTIAL,Studio - Outer,STUDIO,13.67,FRESH,Samson
LOW,6,46,TOWER 1 6-46,RESIDENTIAL,Studio - Outer,STUDIO,13.82,FRESH,Samson
LOW,6,48,TOWER 1 6-48,RESIDENTIAL,Studio - Outer,STUDIO,13.82,FRESH,Samson
LOW,6,50,TOWER 1 6-50,RESIDENTIAL,Studio - Outer,STUDIO,13.82,FRESH,Samson
LOW,6,51,TOWER 1 6-51,RESIDENTIAL,Studio - Outer,STUDIO,13.82,FRESH,
LOW,6,52,TOWER 1 6-52,RESIDENTIAL,Studio - Outer,STUDIO,13.82,FRESH,Samson
LOW,8,56,TOWER 1 8-56,RESIDENTIAL,Studio - Outer,STUDIO,13.06,FRESH,
LOW,9,42,TOWER 1 9-42,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,Ignacio Diaz
LOW,9,44,TOWER 1 9-44,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,
LOW,9,46,TOWER 1 9-46,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,Ignacio Diaz
LOW,9,48,TOWER 1 9-48,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,Ignacio Diaz
LOW,9,50,TOWER 1 9-50,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,Ignacio Diaz
LOW,9,52,TOWER 1 9-52,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,Ignacio Diaz
LOW,9,66,TOWER 1 9-66,RESIDENTIAL,Studio - Outer,STUDIO,13.34,FRESH,PYP
LOW,9,71,TOWER 1 9-71,RESIDENTIAL,Studio - Outer,STUDIO,13.34,FRESH,PYP
LOW,9,83,TOWER 1 9-83,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,INNER UNIT
LOW,9,84,TOWER 1 9-84,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,INNER UNIT
LOW,9,85,TOWER 1 9-85,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,INNER UNIT
LOW,9,86,TOWER 1 9-86,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,INNER UNIT
LOW,9,87,TOWER 1 9-87,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,INNER UNIT
LOW,9,89,TOWER 1 9-89,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,INNER UNIT
LOW,9,91,TOWER 1 9-91,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,
LOW,9,92,TOWER 1 9-92,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,INNER UNIT
LOW,9,93,TOWER 1 9-93,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,INNER UNIT
LOW,9,94,TOWER 1 9-94,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,INNER UNIT
LOW,9,95,TOWER 1 9-95,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,INNER UNIT
LOW,9,97,TOWER 1 9-97,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,INNER UNIT
LOW,9,98,TOWER 1 9-98,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,INNER UNIT
LOW,9,99,TOWER 1 9-99,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,INNER UNIT
LOW,9,110,TOWER 1 9-110,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,Samson
LOW,9,112,TOWER 1 9-112,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,Samson
LOW,9,114,TOWER 1 9-114,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,Samson
LOW,9,116,TOWER 1 9-116,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,
LOW,9,118,TOWER 1 9-118,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,Samson
LOW,9,120,TOWER 1 9-120,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,Samson
LOW,9,122,TOWER 1 9-122,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,Samson
LOW,9,124,TOWER 1 9-124,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,Samson
LOW,10,40,TOWER 1 10-40,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,Ignacio Diaz
LOW,10,42,TOWER 1 10-42,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,Ignacio Diaz
LOW,10,44,TOWER 1 10-44,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,
LOW,10,46,TOWER 1 10-46,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,Ignacio Diaz
LOW,10,52,TOWER 1 10-52,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,Ignacio Diaz
LOW,10,66,TOWER 1 10-66,RESIDENTIAL,Studio - Outer,STUDIO,13.34,FRESH,PYP
LOW,10,82,TOWER 1 10-82,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,INNER UNIT
LOW,10,83,TOWER 1 10-83,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,INNER UNIT
LOW,10,84,TOWER 1 10-84,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,INNER UNIT
LOW,10,85,TOWER 1 10-85,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,INNER UNIT
LOW,10,86,TOWER 1 10-86,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,INNER UNIT
LOW,10,87,TOWER 1 10-87,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,INNER UNIT
LOW,10,89,TOWER 1 10-89,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,INNER UNIT
LOW,10,90,TOWER 1 10-90,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,
LOW,10,92,TOWER 1 10-92,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,INNER UNIT
LOW,10,93,TOWER 1 10-93,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,INNER UNIT
LOW,10,94,TOWER 1 10-94,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,INNER UNIT
LOW,10,96,TOWER 1 10-96,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,INNER UNIT
LOW,10,97,TOWER 1 10-97,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,INNER UNIT
LOW,10,98,TOWER 1 10-98,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,INNER UNIT
LOW,10,99,TOWER 1 10-99,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,INNER UNIT
LOW,10,108,TOWER 1 10-108,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,Samson
LOW,10,110,TOWER 1 10-110,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,Samson
LOW,10,112,TOWER 1 10-112,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,Samson
LOW,10,114,TOWER 1 10-114,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,Samson
LOW,10,116,TOWER 1 10-116,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,
LOW,10,120,TOWER 1 10-120,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,Samson
LOW,10,122,TOWER 1 10-122,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,Samson
LOW,10,124,TOWER 1 10-124,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,Samson
LOW,11,36,TOWER 1 11-36,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,Ignacio Diaz
LOW,11,38,TOWER 1 11-38,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,Ignacio Diaz
LOW,11,40,TOWER 1 11-40,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,Ignacio Diaz
LOW,11,42,TOWER 1 11-42,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,Ignacio Diaz
LOW,11,44,TOWER 1 11-44,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,
LOW,11,52,TOWER 1 11-52,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,Ignacio Diaz
LOW,11,82,TOWER 1 11-82,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,INNER UNIT
LOW,11,83,TOWER 1 11-83,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,INNER UNIT
LOW,11,84,TOWER 1 11-84,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,INNER UNIT
LOW,11,85,TOWER 1 11-85,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,INNER UNIT
LOW,11,86,TOWER 1 11-86,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,INNER UNIT
LOW,11,87,TOWER 1 11-87,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,INNER UNIT
LOW,11,88,TOWER 1 11-88,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,INNER UNIT
LOW,11,89,TOWER 1 11-89,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,INNER UNIT
LOW,11,90,TOWER 1 11-90,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,
LOW,11,91,TOWER 1 11-91,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,
LOW,11,92,TOWER 1 11-92,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,INNER UNIT
LOW,11,93,TOWER 1 11-93,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,INNER UNIT
LOW,11,94,TOWER 1 11-94,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,INNER UNIT
LOW,11,95,TOWER 1 11-95,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,INNER UNIT
LOW,11,96,TOWER 1 11-96,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,INNER UNIT
LOW,11,97,TOWER 1 11-97,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,INNER UNIT
LOW,11,98,TOWER 1 11-98,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,INNER UNIT
LOW,11,99,TOWER 1 11-99,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,INNER UNIT
LOW,11,108,TOWER 1 11-108,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,Samson
LOW,11,110,TOWER 1 11-110,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,Samson
LOW,11,112,TOWER 1 11-112,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,Samson
LOW,11,114,TOWER 1 11-114,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,Samson
LOW,11,116,TOWER 1 11-116,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,
LOW,11,118,TOWER 1 11-118,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,Samson
LOW,11,120,TOWER 1 11-120,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,Samson
LOW,11,124,TOWER 1 11-124,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,Samson
LOW,12,36,TOWER 1 12-36,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,Ignacio Diaz
LOW,12,38,TOWER 1 12-38,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,Ignacio Diaz
LOW,12,42,TOWER 1 12-42,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,Ignacio Diaz
LOW,12,44,TOWER 1 12-44,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,
LOW,12,46,TOWER 1 12-46,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,Ignacio Diaz
LOW,12,48,TOWER 1 12-48,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,Ignacio Diaz
LOW,12,50,TOWER 1 12-50,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,Ignacio Diaz
LOW,12,52,TOWER 1 12-52,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,Ignacio Diaz
LOW,12,82,TOWER 1 12-82,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,INNER UNIT
LOW,12,83,TOWER 1 12-83,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,INNER UNIT
LOW,12,84,TOWER 1 12-84,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,INNER UNIT
LOW,12,85,TOWER 1 12-85,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,INNER UNIT
LOW,12,86,TOWER 1 12-86,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,INNER UNIT
LOW,12,87,TOWER 1 12-87,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,INNER UNIT
LOW,12,88,TOWER 1 12-88,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,INNER UNIT
LOW,12,89,TOWER 1 12-89,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,INNER UNIT
LOW,12,90,TOWER 1 12-90,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,
LOW,12,91,TOWER 1 12-91,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,
LOW,12,92,TOWER 1 12-92,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,INNER UNIT
LOW,12,93,TOWER 1 12-93,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,INNER UNIT
LOW,12,94,TOWER 1 12-94,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,INNER UNIT
LOW,12,95,TOWER 1 12-95,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,INNER UNIT
LOW,12,96,TOWER 1 12-96,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,INNER UNIT
LOW,12,97,TOWER 1 12-97,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,INNER UNIT
LOW,12,98,TOWER 1 12-98,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,INNER UNIT
LOW,12,99,TOWER 1 12-99,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,INNER UNIT
LOW,12,108,TOWER 1 12-108,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,Samson
LOW,12,110,TOWER 1 12-110,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,Samson
LOW,12,112,TOWER 1 12-112,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,Samson
LOW,12,114,TOWER 1 12-114,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,Samson
LOW,12,116,TOWER 1 12-116,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,
LOW,12,118,TOWER 1 12-118,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,Samson
LOW,12,120,TOWER 1 12-120,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,Samson
LOW,12,122,TOWER 1 12-122,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,Samson
LOW,12,124,TOWER 1 12-124,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,Samson
LOW,14,38,TOWER 1 14-38,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,Ignacio Diaz
LOW,14,40,TOWER 1 14-40,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,Ignacio Diaz
LOW,14,42,TOWER 1 14-42,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,Ignacio Diaz
LOW,14,44,TOWER 1 14-44,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,
LOW,14,48,TOWER 1 14-48,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,Ignacio Diaz
LOW,14,50,TOWER 1 14-50,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,Ignacio Diaz
LOW,14,52,TOWER 1 14-52,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,Ignacio Diaz
LOW,14,82,TOWER 1 14-82,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,INNER UNIT
LOW,14,83,TOWER 1 14-83,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,INNER UNIT
LOW,14,84,TOWER 1 14-84,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,INNER UNIT
LOW,14,85,TOWER 1 14-85,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,INNER UNIT
LOW,14,86,TOWER 1 14-86,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,INNER UNIT
LOW,14,87,TOWER 1 14-87,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,INNER UNIT
LOW,14,88,TOWER 1 14-88,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,INNER UNIT
LOW,14,89,TOWER 1 14-89,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,INNER UNIT
LOW,14,90,TOWER 1 14-90,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,
LOW,14,91,TOWER 1 14-91,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,
LOW,14,92,TOWER 1 14-92,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,INNER UNIT
LOW,14,93,TOWER 1 14-93,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,INNER UNIT
LOW,14,94,TOWER 1 14-94,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,INNER UNIT
LOW,14,95,TOWER 1 14-95,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,INNER UNIT
LOW,14,96,TOWER 1 14-96,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,INNER UNIT
LOW,14,97,TOWER 1 14-97,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,INNER UNIT
LOW,14,98,TOWER 1 14-98,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,INNER UNIT
LOW,14,99,TOWER 1 14-99,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,INNER UNIT
LOW,14,108,TOWER 1 14-108,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,Samson
LOW,14,110,TOWER 1 14-110,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,Samson
LOW,14,112,TOWER 1 14-112,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,Samson
LOW,14,114,TOWER 1 14-114,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,Samson
LOW,14,116,TOWER 1 14-116,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,
LOW,14,118,TOWER 1 14-118,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,Samson
LOW,14,120,TOWER 1 14-120,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,Samson
LOW,14,122,TOWER 1 14-122,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,Samson
LOW,14,124,TOWER 1 14-124,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,Samson
LOW,15,38,TOWER 1 15-38,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,Ignacio Diaz
LOW,15,40,TOWER 1 15-40,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,Ignacio Diaz
LOW,15,42,TOWER 1 15-42,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,Ignacio Diaz
LOW,15,44,TOWER 1 15-44,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,
LOW,15,46,TOWER 1 15-46,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,Ignacio Diaz
LOW,15,48,TOWER 1 15-48,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,Ignacio Diaz
LOW,15,50,TOWER 1 15-50,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,Ignacio Diaz
LOW,15,52,TOWER 1 15-52,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,Ignacio Diaz
LOW,15,82,TOWER 1 15-82,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,INNER UNIT
LOW,15,83,TOWER 1 15-83,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,INNER UNIT
LOW,15,84,TOWER 1 15-84,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,INNER UNIT
LOW,15,85,TOWER 1 15-85,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,INNER UNIT
LOW,15,86,TOWER 1 15-86,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,INNER UNIT
LOW,15,87,TOWER 1 15-87,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,INNER UNIT
LOW,15,89,TOWER 1 15-89,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,INNER UNIT
LOW,15,90,TOWER 1 15-90,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,
